"(4, 4100)",17.8%
"(4, 4200)",18.0%
"(4, 4300)",18.8%
"(4, 4400)",19.8%
"(4, 4500)",18.6%
"(4, 4600)",20.200000000000003%
"(4, 4700)",20.8%
"(4, 4800)",17.2%
"(4, 4900)",18.0%
"(4, 5000)",19.0%
"(4, 5100)",20.8%
"(4, 5200)",20.8%
"(4, 5300)",14.399999999999999%
"(4, 5400)",23.599999999999998%
"(4, 5500)",18.4%
"(4, 5600)",22.6%
"(4, 5700)",22.400000000000002%
"(4, 5800)",20.8%
"(4, 5900)",18.8%
"(4, 6000)",20.200000000000003%
"(4, 6100)",19.8%
"(4, 6200)",20.0%
"(4, 6300)",20.0%
"(4, 6400)",21.2%
"(4, 6500)",18.8%
"(4, 6600)",18.4%
"(4, 6700)",18.0%
"(4, 6800)",20.8%
"(4, 6900)",15.8%
"(4, 7000)",22.0%
"(4, 7100)",18.4%
"(4, 7200)",20.200000000000003%
"(4, 7300)",19.2%
"(4, 7400)",21.2%
"(4, 7500)",19.400000000000002%
"(4, 8000)",18.4%
"(4, 8500)",15.4%
"(4, 9000)",15.4%
"(4, 9500)",17.599999999999998%
"(4, 10000)",20.4%
"(4, 10500)",19.6%
"(4, 11000)",19.6%
"(4, 11500)",20.0%
"(4, 12000)",23.599999999999998%
"(4, 12500)",20.8%
"(4, 13000)",16.8%
"(4, 13500)",18.8%
"(4, 14000)",22.400000000000002%
"(4, 14500)",20.4%
"(4, 15000)",16.0%
"(5, 200)",13.200000000000001%
"(5, 300)",14.000000000000002%
"(5, 400)",14.399999999999999%
"(5, 500)",13.0%
"(5, 600)",13.0%
"(5, 700)",12.2%
"(5, 800)",13.200000000000001%
"(5, 900)",14.2%
"(5, 1000)",13.600000000000001%
"(5, 1100)",13.200000000000001%
"(5, 1200)",10.6%
"(5, 1300)",15.6%
"(5, 1400)",14.2%
"(5, 1500)",15.2%
"(5, 1600)",15.6%
"(5, 1700)",12.8%
"(5, 1800)",14.000000000000002%
"(5, 1900)",16.8%
"(5, 2000)",14.000000000000002%
"(5, 2100)",13.0%
"(5, 2200)",13.8%
"(5, 2300)",14.399999999999999%
"(5, 2400)",11.600000000000001%
"(5, 2500)",13.600000000000001%
"(5, 2600)",13.600000000000001%
"(5, 2700)",14.2%
"(5, 2800)",12.4%
"(5, 2900)",15.6%
"(5, 3000)",14.399999999999999%
"(5, 3100)",12.6%
"(5, 3200)",15.4%
"(5, 3300)",15.2%
"(5, 3400)",13.4%
"(5, 3500)",13.4%
"(5, 3600)",12.4%
"(5, 3700)",16.6%
"(5, 3800)",14.000000000000002%
"(5, 3900)",14.2%
"(5, 4000)",12.6%
"(5, 4100)",10.2%
"(5, 4200)",15.2%
"(5, 4300)",15.2%
"(5, 4400)",12.6%
"(5, 4500)",14.399999999999999%
"(5, 4600)",14.000000000000002%
"(5, 4700)",10.8%
"(5, 4800)",15.0%
"(5, 4900)",13.4%
"(5, 5000)",13.8%
"(5, 5100)",14.399999999999999%
"(5, 5200)",14.799999999999999%
"(5, 5300)",15.4%
"(5, 5400)",12.6%
"(5, 5500)",15.4%
"(5, 5600)",12.2%
"(5, 5700)",12.4%
"(5, 5800)",12.8%
"(5, 5900)",13.4%
"(5, 6000)",12.8%
"(5, 6100)",15.6%
"(5, 6200)",16.6%
"(5, 6300)",15.2%
"(5, 6400)",11.799999999999999%
"(5, 6500)",13.600000000000001%
"(5, 6600)",11.600000000000001%
"(5, 6700)",13.0%
"(5, 6800)",12.8%
"(5, 6900)",16.6%
"(5, 7000)",15.8%
"(5, 7100)",14.799999999999999%
"(5, 7200)",11.4%
"(5, 7300)",14.2%
"(5, 7400)",16.400000000000002%
"(5, 7500)",12.6%
"(5, 8000)",12.0%
"(5, 8500)",15.6%
"(5, 9000)",12.6%
"(5, 9500)",12.0%
"(5, 10000)",11.600000000000001%
"(5, 10500)",15.6%
"(5, 11000)",13.600000000000001%
"(5, 11500)",12.4%
"(5, 12000)",8.799999999999999%
"(5, 12500)",12.8%
"(5, 13000)",16.400000000000002%
"(5, 13500)",13.600000000000001%
"(5, 14000)",10.0%
"(5, 14500)",12.4%
"(5, 15000)",10.8%
"(6, 200)",7.6%
"(6, 300)",8.200000000000001%
"(6, 400)",9.2%
"(6, 500)",10.8%
"(6, 600)",10.4%
"(6, 700)",10.0%
"(6, 800)",9.8%
"(6, 900)",10.2%
"(6, 1000)",10.2%
"(6, 1100)",9.8%
"(6, 1200)",11.200000000000001%
"(6, 1300)",11.4%
"(6, 1400)",10.8%
"(6, 1500)",8.6%
"(6, 1600)",10.0%
"(6, 1700)",8.6%
"(6, 1800)",10.4%
"(6, 1900)",11.0%
"(6, 2000)",10.4%
"(6, 2100)",9.2%
"(6, 2200)",12.2%
"(6, 2300)",11.799999999999999%
"(6, 2400)",12.0%
"(6, 2500)",11.200000000000001%
"(6, 2600)",12.6%
"(6, 2700)",10.8%
"(6, 2800)",10.8%
"(6, 2900)",10.8%
"(6, 3000)",11.600000000000001%
"(6, 3100)",11.799999999999999%
"(6, 3200)",10.6%
"(6, 3300)",10.6%
"(6, 3400)",10.4%
"(6, 3500)",12.2%
"(6, 3600)",9.6%
"(6, 3700)",12.6%
"(6, 3800)",10.2%
"(6, 3900)",9.2%
"(6, 4000)",12.0%
"(6, 4100)",9.8%
"(6, 4200)",11.799999999999999%
"(6, 4300)",9.8%
"(6, 4400)",12.8%
"(6, 4500)",10.6%
"(6, 4600)",11.200000000000001%
"(6, 4700)",9.8%
"(6, 4800)",11.0%
"(6, 4900)",11.4%
"(6, 5000)",9.4%
"(6, 5100)",10.2%
"(6, 5200)",10.4%
"(6, 5300)",12.0%
"(6, 5400)",10.6%
"(6, 5500)",10.4%
"(6, 5600)",7.8%
"(6, 5700)",11.200000000000001%
"(6, 5800)",8.6%
"(6, 5900)",11.200000000000001%
"(6, 6000)",9.8%
"(6, 6100)",10.0%
"(6, 6200)",14.799999999999999%
"(6, 6300)",10.0%
"(6, 6400)",10.4%
"(6, 6500)",9.0%
"(6, 6600)",10.0%
"(6, 6700)",9.2%
"(6, 6800)",8.799999999999999%
"(6, 6900)",9.2%
"(6, 7000)",12.2%
"(6, 7100)",10.6%
"(6, 7200)",9.6%
"(6, 7300)",12.8%
"(6, 7400)",7.8%
"(6, 7500)",8.799999999999999%
"(6, 8000)",10.8%
"(6, 8500)",11.0%
"(6, 9000)",9.4%
"(6, 9500)",11.0%
"(6, 10000)",9.0%
"(6, 10500)",11.200000000000001%
"(6, 11000)",13.200000000000001%
"(6, 11500)",12.0%
"(6, 12000)",12.8%
"(6, 12500)",14.000000000000002%
"(6, 13000)",10.8%
"(6, 13500)",6.0%
"(6, 14000)",12.0%
"(6, 14500)",12.0%
"(6, 15000)",10.0%
"(7, 200)",7.3999999999999995%
"(7, 300)",9.8%
"(7, 400)",11.0%
"(7, 500)",11.4%
"(7, 600)",6.0%
"(7, 700)",8.6%
"(7, 800)",6.2%
"(7, 900)",10.2%
"(7, 1000)",8.6%
"(7, 1100)",9.8%
"(7, 1200)",9.0%
"(7, 1300)",9.6%
"(7, 1400)",9.2%
"(7, 1500)",8.799999999999999%
"(7, 1600)",8.799999999999999%
"(7, 1700)",11.799999999999999%
"(7, 1800)",10.0%
"(7, 1900)",7.6%
"(7, 2000)",7.6%
"(7, 2100)",9.6%
"(7, 2200)",7.000000000000001%
"(7, 2300)",9.4%
"(7, 2400)",8.6%
"(7, 2500)",6.6000000000000005%
"(7, 2600)",8.6%
"(7, 2700)",7.000000000000001%
"(7, 2800)",8.6%
"(7, 2900)",8.0%
"(7, 3000)",8.200000000000001%
"(7, 3100)",9.6%
"(7, 3200)",9.4%
"(7, 3300)",8.200000000000001%
"(7, 3400)",7.3999999999999995%
"(7, 3500)",7.199999999999999%
"(7, 3600)",11.799999999999999%
"(7, 3700)",7.8%
"(7, 3800)",8.4%
"(7, 3900)",6.800000000000001%
"(7, 4000)",8.799999999999999%
"(7, 4100)",8.6%
"(7, 4200)",8.0%
"(7, 4300)",8.799999999999999%
"(7, 4400)",7.8%
"(7, 4500)",6.2%
"(7, 4600)",8.0%
"(7, 4700)",8.6%
"(7, 4800)",7.6%
"(7, 4900)",8.799999999999999%
"(7, 5000)",9.6%
"(7, 5100)",8.200000000000001%
"(7, 5200)",8.0%
"(7, 5300)",8.4%
"(7, 5400)",7.3999999999999995%
"(7, 5500)",7.199999999999999%
"(7, 5600)",10.4%
"(7, 5700)",9.8%
"(7, 5800)",7.000000000000001%
"(7, 5900)",9.2%
"(7, 6000)",8.4%
"(7, 6100)",7.199999999999999%
"(7, 6200)",8.6%
"(7, 6300)",8.200000000000001%
"(7, 6400)",8.799999999999999%
"(7, 6500)",10.4%
"(7, 6600)",7.000000000000001%
"(7, 6700)",9.0%
"(7, 6800)",9.2%
"(7, 6900)",7.3999999999999995%
"(7, 7000)",9.4%
"(7, 7100)",9.0%
"(7, 7200)",8.0%
"(7, 7300)",8.4%
"(7, 7400)",8.0%
"(7, 7500)",6.6000000000000005%
"(7, 8000)",8.200000000000001%
"(7, 8500)",5.6000000000000005%
"(7, 9000)",8.0%
"(7, 9500)",8.4%
"(7, 10000)",9.6%
"(7, 10500)",11.600000000000001%
"(7, 11000)",7.6%
"(7, 11500)",10.0%
"(7, 12000)",8.4%
"(7, 12500)",7.6%
"(7, 13000)",8.799999999999999%
"(7, 13500)",8.799999999999999%
"(7, 14000)",8.4%
"(7, 14500)",9.6%
"(7, 15000)",8.0%
"(8, 200)",7.000000000000001%
"(8, 300)",7.3999999999999995%
"(8, 400)",8.200000000000001%
"(8, 500)",6.6000000000000005%
"(8, 600)",9.2%
"(8, 700)",5.6000000000000005%
"(8, 800)",7.000000000000001%
"(8, 900)",9.2%
"(8, 1000)",6.6000000000000005%
"(8, 1100)",8.0%
"(8, 1200)",7.000000000000001%
"(8, 1300)",9.0%
"(8, 1400)",6.4%
"(8, 1500)",6.6000000000000005%
"(8, 1600)",7.000000000000001%
"(8, 1700)",5.4%
"(8, 1800)",7.6%
"(8, 1900)",6.800000000000001%
"(8, 2000)",8.200000000000001%
"(8, 2100)",6.4%
"(8, 2200)",8.4%
"(8, 2300)",6.2%
"(8, 2400)",7.6%
"(8, 2500)",6.4%
"(8, 2600)",6.6000000000000005%
"(8, 2700)",4.3999999999999995%
"(8, 2800)",6.2%
"(8, 2900)",8.0%
"(8, 3000)",7.8%
"(8, 3100)",7.8%
"(8, 3200)",8.0%
"(8, 3300)",4.6%
"(8, 3400)",5.6000000000000005%
"(8, 3500)",6.800000000000001%
"(8, 3600)",7.000000000000001%
"(8, 3700)",6.2%
"(8, 3800)",7.199999999999999%
"(8, 3900)",8.4%
"(8, 4000)",7.6%
"(8, 4100)",8.0%
"(8, 4200)",8.200000000000001%
"(8, 4300)",6.6000000000000005%
"(8, 4400)",7.8%
"(8, 4500)",9.0%
"(8, 4600)",5.6000000000000005%
"(8, 4700)",7.000000000000001%
"(8, 4800)",8.6%
"(8, 4900)",6.0%
"(8, 5000)",8.799999999999999%
"(8, 5100)",7.3999999999999995%
"(8, 5200)",5.800000000000001%
"(8, 5300)",6.800000000000001%
"(8, 5400)",7.3999999999999995%
"(8, 5500)",8.0%
"(8, 5600)",5.800000000000001%
"(8, 5700)",6.6000000000000005%
"(8, 5800)",6.800000000000001%
"(8, 5900)",7.6%
"(8, 6000)",6.800000000000001%
"(8, 6100)",5.6000000000000005%
"(8, 6200)",9.0%
"(8, 6300)",8.0%
"(8, 6400)",7.6%
"(8, 6500)",6.4%
"(8, 6600)",7.3999999999999995%
"(8, 6700)",9.0%
"(8, 6800)",7.3999999999999995%
"(8, 6900)",8.200000000000001%
"(8, 7000)",6.4%
"(8, 7100)",5.800000000000001%
"(8, 7200)",7.8%
"(8, 7300)",9.0%
"(8, 7400)",5.6000000000000005%
"(8, 7500)",9.0%
"(8, 8000)",6.2%
"(8, 8500)",7.3999999999999995%
"(8, 9000)",7.000000000000001%
"(8, 9500)",6.800000000000001%
"(8, 10000)",6.6000000000000005%
"(8, 10500)",9.2%
"(8, 11000)",6.4%
"(8, 11500)",6.0%
"(8, 12000)",6.4%
"(8, 12500)",8.0%
"(8, 13000)",9.6%
"(8, 13500)",10.0%
"(8, 14000)",5.6000000000000005%
"(8, 14500)",6.0%
"(8, 15000)",8.799999999999999%
