"(1, 200)",47201.0
"(1, 300)",47651.0
"(1, 400)",48004.0
"(1, 500)",48197.0
"(1, 600)",48403.0
"(1, 700)",48491.0
"(1, 800)",48615.0
"(1, 900)",48685.0
"(1, 1000)",48708.0
"(1, 1100)",48787.0
"(1, 1200)",48817.0
"(1, 1300)",48920.0
"(1, 1400)",48950.0
"(1, 1500)",48999.0
"(1, 1600)",49012.0
"(1, 1700)",49089.0
"(1, 1800)",49051.0
"(1, 1900)",49085.0
"(1, 2000)",49133.0
"(1, 2100)",49154.0
"(1, 2200)",49169.0
"(1, 2300)",49177.0
"(1, 2400)",49158.0
"(1, 2500)",49247.0
"(1, 2600)",49213.0
"(1, 2700)",49245.0
"(1, 2800)",49247.0
"(1, 2900)",49277.0
"(1, 3000)",49259.0
"(1, 3100)",49316.0
"(1, 3200)",49306.0
"(1, 3300)",49304.0
"(1, 3400)",49334.0
"(1, 3500)",49328.0
"(1, 3600)",49267.0
"(1, 3700)",49364.0
"(1, 3800)",49364.0
"(1, 3900)",49387.0
"(1, 4000)",49389.0
"(1, 4100)",49338.0
"(1, 4200)",49419.0
"(1, 4300)",49372.0
"(1, 4400)",49426.0
"(1, 4500)",49393.0
"(1, 4600)",49452.0
"(1, 4700)",49475.0
"(1, 4800)",49421.0
"(1, 4900)",49446.0
"(1, 5000)",49454.0
"(1, 5100)",49437.0
"(1, 5200)",49416.0
"(1, 5300)",49472.0
"(1, 5400)",49474.0
"(1, 5500)",49456.0
"(1, 5600)",49479.0
"(1, 5700)",49453.0
"(1, 5800)",49460.0
"(1, 5900)",49475.0
"(1, 6000)",49482.0
"(1, 6100)",49533.0
"(1, 6200)",49494.0
"(1, 6300)",49506.0
"(1, 6400)",49456.0
"(1, 6500)",49472.0
"(1, 6600)",49512.0
"(1, 6700)",49507.0
"(1, 6800)",49483.0
"(1, 6900)",49534.0
"(1, 7000)",49503.0
"(1, 7100)",49522.0
"(1, 7200)",49518.0
"(1, 7300)",49558.0
"(1, 7400)",49573.0
"(1, 7500)",49529.0
"(1, 8000)",49546.0
"(1, 8500)",49576.0
"(1, 9000)",49562.0
"(1, 9500)",49622.0
"(1, 10000)",49601.0
"(1, 10500)",49624.0
"(1, 11000)",49624.0
"(1, 11500)",49625.0
"(1, 12000)",49653.0
"(1, 12500)",49648.0
"(1, 13000)",49677.0
"(1, 13500)",49679.0
"(1, 14000)",49684.0
"(1, 14500)",49718.0
"(1, 15000)",49678.0
"(2, 200)",30661.0
"(2, 300)",31815.0
"(2, 400)",32265.0
"(2, 500)",32859.0
"(2, 600)",32941.0
"(2, 700)",33222.0
"(2, 800)",33603.0
"(2, 900)",33582.0
"(2, 1000)",33873.0
"(2, 1100)",34248.0
"(2, 1200)",34146.0
"(2, 1300)",34548.0
"(2, 1400)",34595.0
"(2, 1500)",34587.0
"(2, 1600)",34563.0
"(2, 1700)",34775.0
"(2, 1800)",34831.0
"(2, 1900)",34850.0
"(2, 2000)",35113.0
"(2, 2100)",35029.0
"(2, 2200)",34999.0
"(2, 2300)",35206.0
"(2, 2400)",35309.0
"(2, 2500)",35336.0
"(2, 2600)",35245.0
"(2, 2700)",35299.0
"(2, 2800)",35529.0
"(2, 2900)",35593.0
"(2, 3000)",35352.0
"(2, 3100)",35551.0
"(2, 3200)",35628.0
"(2, 3300)",35799.0
"(2, 3400)",35762.0
"(2, 3500)",35805.0
"(2, 3600)",35737.0
"(2, 3700)",35856.0
"(2, 3800)",36006.0
"(2, 3900)",35788.0
"(2, 4000)",35892.0
"(2, 4100)",35971.0
"(2, 4200)",36071.0
"(2, 4300)",35968.0
"(2, 4400)",35997.0
"(2, 4500)",36318.0
"(2, 4600)",36033.0
"(2, 4700)",36075.0
"(2, 4800)",36215.0
"(2, 4900)",36192.0
"(2, 5000)",36192.0
"(2, 5100)",36029.0
"(2, 5200)",36252.0
"(2, 5300)",36098.0
"(2, 5400)",36197.0
"(2, 5500)",36300.0
"(2, 5600)",36313.0
"(2, 5700)",36260.0
"(2, 5800)",36244.0
"(2, 5900)",36187.0
"(2, 6000)",36416.0
"(2, 6100)",36351.0
"(2, 6200)",36429.0
"(2, 6300)",36421.0
"(2, 6400)",13653.0
"(2, 6500)",355.0
"(2, 6600)",373.0
"(2, 6700)",359.0
"(2, 6800)",370.0
"(2, 6900)",374.0
"(2, 7000)",372.0
"(2, 7100)",392.0
"(2, 7200)",379.0
"(2, 7300)",365.0
"(2, 7400)",368.0
"(2, 7500)",382.0
"(2, 8000)",379.0
"(2, 8500)",361.0
"(2, 9000)",372.0
"(2, 9500)",364.0
"(2, 10000)",370.0
"(2, 10500)",176.0
"(2, 11000)",179.0
"(2, 11500)",180.0
"(2, 12000)",174.0
"(2, 12500)",178.0
"(2, 13000)",180.0
"(2, 13500)",187.0
"(2, 14000)",187.0
"(2, 14500)",182.0
"(2, 15000)",183.0
"(3, 200)",467.0
"(3, 300)",503.0
"(3, 400)",415.0
"(3, 500)",329.0
"(3, 600)",333.0
"(3, 700)",323.0
"(3, 800)",343.0
"(3, 900)",324.0
"(3, 1000)",324.0
"(3, 1100)",208.0
"(3, 1200)",164.0
"(3, 1300)",170.0
"(3, 1400)",168.0
"(3, 1500)",167.0
