"(1, 200)",11.205799999999963
"(1, 300)",13.899480000000022
"(1, 400)",15.992039999999982
"(1, 500)",17.786639999999952
"(1, 600)",19.525160000000046
"(1, 700)",21.083999999999833
"(1, 800)",22.613199999999978
"(1, 900)",23.959199999999935
"(1, 1000)",25.249640000000056
"(1, 1100)",26.433520000000033
"(1, 1200)",27.66088000000002
"(1, 1300)",28.86819999999999
"(1, 1400)",29.71972000000001
"(1, 1500)",30.85796000000001
"(1, 1600)",31.89787999999976
"(1, 1700)",32.886760000000116
"(1, 1800)",33.73487999999979
"(1, 1900)",34.795640000000105
"(1, 2000)",35.73344000000007
"(1, 2100)",36.48899999999993
"(1, 2200)",37.514680000000155
"(1, 2300)",38.12315999999997
"(1, 2400)",38.99691999999986
"(1, 2500)",39.98575999999966
"(1, 2600)",40.548360000000365
"(1, 2700)",41.49319999999992
"(1, 2800)",42.16300000000005
"(1, 2900)",42.91548000000023
"(1, 3000)",43.73899999999973
"(1, 3100)",44.57836000000019
"(1, 3200)",45.04895999999961
"(1, 3300)",45.86844000000024
"(1, 3400)",46.61896000000028
"(1, 3500)",47.529439999999894
"(1, 3600)",47.83496000000013
"(1, 3700)",48.461519999999844
"(1, 3800)",49.32704000000002
"(1, 3900)",50.08776000000017
"(1, 4000)",50.55283999999992
"(1, 4100)",51.57384000000011
"(1, 4200)",51.71568000000026
"(1, 4300)",52.47964000000005
"(1, 4400)",52.88607999999993
"(1, 4500)",53.41732000000026
"(1, 4600)",54.05027999999985
"(1, 4700)",54.880880000000076
"(1, 4800)",55.39052000000012
"(1, 4900)",55.803520000000034
"(1, 5000)",56.46288000000008
"(1, 5100)",56.818319999999886
"(1, 5200)",57.49071999999998
"(1, 5300)",57.969240000000035
"(1, 5400)",58.57523999999992
"(1, 5500)",59.14516000000012
"(1, 5600)",59.82004
"(1, 5700)",60.15888
"(1, 5800)",61.060999999999964
"(1, 5900)",61.013759999999934
"(1, 6000)",61.767960000000016
"(1, 6100)",62.41852
"(1, 6200)",62.62912
"(1, 6300)",63.38456
"(1, 6400)",63.72867999999946
"(1, 6500)",64.06183999999973
"(1, 6600)",65.18887999999981
"(1, 6700)",65.17032000000026
"(1, 6800)",65.6128399999998
"(1, 6900)",66.62544000000034
"(1, 7000)",66.91043999999943
"(1, 7100)",67.19764000000009
"(1, 7200)",67.51039999999948
"(1, 7300)",68.65267999999975
"(1, 7400)",68.29020000000135
"(1, 7500)",69.00891999999953
"(1, 8000)",71.81756000000122
"(1, 8500)",73.72784000000034
"(1, 9000)",75.67823999999936
"(1, 9500)",77.96391999999962
"(1, 10000)",79.82811999999991
"(1, 10500)",81.79040000000037
"(1, 11000)",84.23968000000022
"(1, 11500)",85.77712
"(1, 12000)",87.23576000000004
"(1, 12500)",89.55868000000089
"(1, 13000)",90.94751999999993
"(1, 13500)",92.96151999999987
"(1, 14000)",94.67443999999973
"(1, 14500)",95.91659999999989
"(1, 15000)",97.5654000000003
"(2, 200)",12.552618916522707
"(2, 300)",15.343538578146141
"(2, 400)",17.678456541611155
"(2, 500)",19.856528615965015
"(2, 600)",21.699556100441526
"(2, 700)",23.418004173225295
"(2, 800)",24.998997419974494
"(2, 900)",26.64970589817708
"(2, 1000)",28.06313978403813
"(2, 1100)",29.35956826779664
"(2, 1200)",30.63085174266466
"(2, 1300)",32.02338506918778
"(2, 1400)",33.18419252183531
"(2, 1500)",34.52098451749409
"(2, 1600)",35.342793371852444
"(2, 1700)",36.45107405408152
"(2, 1800)",37.60919561215256
"(2, 1900)",38.47301853145466
"(2, 2000)",39.65754382672503
"(2, 2100)",40.58790078649106
"(2, 2200)",41.376316140023924
"(2, 2300)",42.38878769713588
"(2, 2400)",43.48046865059498
"(2, 2500)",44.50716480595263
"(2, 2600)",45.210446515586256
"(2, 2700)",45.955838811544616
"(2, 2800)",46.89662983014065
"(2, 2900)",47.672029098922536
"(2, 3000)",48.56148330877109
"(2, 3100)",49.54756017592133
"(2, 3200)",49.84208455198429
"(2, 3300)",50.885206762334874
"(2, 3400)",51.42033805395087
"(2, 3500)",52.4144279203055
"(2, 3600)",53.2952498482268
"(2, 3700)",53.96126710593931
"(2, 3800)",54.62799193242098
"(2, 3900)",55.226175342208826
"(2, 4000)",56.137685751149554
"(2, 4100)",56.611059958060785
"(2, 4200)",57.55107135898195
"(2, 4300)",58.0100654809818
"(2, 4400)",58.5903158504185
"(2, 4500)",59.533153125281736
"(2, 4600)",60.249247404164336
"(2, 4700)",60.51071660075833
"(2, 4800)",61.586984903403874
"(2, 4900)",61.84602915174785
"(2, 5000)",62.554222306935685
"(2, 5100)",63.33396229575458
